,PC1
ExtFP708,0.01978510646703348
ExtFP964,0.01978091323637841
FP796,0.019771385263486832
FP936,0.0197570531496416
FP67,0.019748827619476078
FP697,0.019747175591573247
FP119,0.019734844457443425
ExtFP75,0.019728968107157612
ExtFP8,0.019727536170370884
AD2D638,0.019699689874690746
FP560,0.01969728571188597
ExtFP17,0.019687845922595103
GraphFP31,0.01968178055835722
FP500,0.019675522040421622
KRFP3740,0.019674910796881502
ExtFP407,0.01967448693889199
FP579,0.01966686964661628
ExtFP904,0.0196657925458159
KRFP3058,0.01965423232574521
MACCSFP92,0.019653239360737967
FP373,0.019626655082267134
ExtFP460,0.01962053215772084
ExtFP540,0.019620138869137577
GraphFP68,0.019604597969511823
GraphFP833,0.019603673514035712
ExtFP244,0.019601282104675214
MDEC-22,0.019585805269895847
ExtFP357,0.01958369044688191
ExtFP349,0.019553664500366327
ExtFP637,0.01954838857433591
FP975,0.019544554277100494
FP709,0.019543227160433288
FP229,0.019538932945013018
GraphFP451,0.019525732191071652
ExtFP490,0.01952234897822384
FP564,0.019519461339032623
FP618,0.019515618724046658
FP623,0.019508262035799143
FP558,0.019502567301724685
FP501,0.01949876288933565
ExtFP534,0.01949577647978094
ExtFP673,0.019480948281389215
FP80,0.019480205108847286
KRFP3660,0.019477753729532223
FP842,0.019474214076859685
FP654,0.019467826581328878
ExtFP751,0.019467097972522107
ExtFP648,0.019451627300364847
ExtFP408,0.01944917878484627
ExtFP130,0.01944830758404424
ExtFP699,0.01944704241585092
ExtFP252,0.019445802479460404
FP35,0.01944491994192827
ExtFP257,0.019442286667060642
ExtFP827,0.0194422458879407
ATSC3c,0.01943445903433335
FP410,0.019433799501589712
ExtFP9,0.019411408970045077
GraphFP680,0.01941029890896796
FP349,0.019398065542287225
MACCSFP146,0.019395572279569524
ExtFP455,0.019385127354776432
APC2D2_N_O,0.019381725906506435
GraphFP44,0.019375017898748556
FP405,0.01937432275659137
ExtFP553,0.0193680550312475
PubchemFP695,0.019360557363627386
ExtFP330,0.019348497242348262
ExtFP57,0.019343939728244032
FP472,0.01934077864800195
FP209,0.019336162431646268
FP152,0.019331100776483656
FP731,0.019314053539992486
ExtFP679,0.01931350375970034
FP37,0.019305368414339833
FP268,0.019301536158316084
FP843,0.01929444846816893
MACCSFP16,0.019289095140168994
ExtFP379,0.019284775862637615
FP908,0.019276734510283108
ExtFP332,0.01927656023246744
GraphFP212,0.019268925206456577
FP381,0.019267137102855224
ExtFP148,0.01925950709824344
FP293,0.01925715533342552
ExtFP558,0.019252250595959232
FP274,0.01924805883167182
ExtFP463,0.019241120133230476
FP383,0.019237848475681028
GraphFP698,0.019230471808137212
GraphFP140,0.019221744001296597
FP990,0.019214604476469332
ExtFP891,0.01921287864704931
ExtFP173,0.019211629736833706
FP161,0.019210350955870956
FP856,0.019196756798491078
FP650,0.019178930759594048
PubchemFP190,0.01917008699139286
FP84,0.019165181148435823
FP985,0.01916108087204773
FP235,0.019156299280429834
KRFP3369,0.019151042729694166
ExtFP412,0.01914568201013505
FP1002,0.01913784035097316
ExtFP672,0.019137214263339766
FP346,0.0191371429682046
FP311,0.019134128097420496
FP263,0.019128780835931464
FP154,0.01911505165934551
ATSC8p,0.019106052459511486
KRFP3268,0.01910036109405699
FP30,0.019097005617476535
KRFP3712,0.0190842466417832
ExtFP115,0.01908376919234221
GraphFP104,0.019079191357464772
APC2D7_N_N,0.019057231157107155
FP615,0.01905346263477904
ExtFP949,0.019052362146758917
GraphFP908,0.01904729512584994
FP894,0.019046693928330378
ExtFP587,0.019037063002672053
FP594,0.01903252980446172
ExtFP360,0.019017666197154184
ExtFP626,0.01901559463596767
FP938,0.019012302362708643
ATSC8i,0.018988155248852147
ExtFP539,0.018982953277096117
FP749,0.01897646447772849
ExtFP24,0.018974640406181482
FP134,0.018971663864675904
FP52,0.01896935567935669
FP685,0.018968477780162054
FP527,0.018944689347850575
ExtFP592,0.01894175839903305
FP748,0.018932844331506358
ExtFP872,0.018896456843320135
GATS1s,0.018881766990592637
ExtFP806,0.018866522338139312
ExtFP723,0.018863573288416435
ExtFP264,0.018858675601208647
FP924,0.018847609418767713
ExtFP157,0.018844159973239225
FP1,0.018839265356234185
FP242,0.018835756338925324
ExtFP875,0.01882908613045338
FP363,0.018822344509460735
GraphFP485,0.018813660721277346
FP747,0.01880761792803237
GraphFP581,0.01880464641035757
FP3,0.018785751848136252
GraphFP632,0.018781336994456575
ExtFP65,0.018779867979581574
ExtFP233,0.018779044794122037
FP753,0.01877842282847437
ExtFP749,0.018773701412377365
FP232,0.01877106242630103
ExtFP30,0.018762453106969203
FP896,0.018755574563504795
ExtFP235,0.018753283922047604
ExtFP413,0.01875285518081619
FP66,0.018750702612837095
FP398,0.01875013453136314
ExtFP953,0.018746808884041694
FP158,0.01874575781736256
FP977,0.01873958950210511
ExtFP274,0.018731432532421013
ExtFP443,0.01872192585204203
ExtFP43,0.018708894379397403
FP986,0.0187040832952867
ExtFP858,0.01870302123489761
FP831,0.018700174527059722
FP739,0.01869322393322755
GraphFP660,0.018676936452069845
FP851,0.018672430593677604
ExtFP617,0.018670304971852902
FP298,0.01865979149946655
GraphFP220,0.018659214448074404
FP887,0.018656679669306092
ExtFP600,0.018655100653808546
GraphFP443,0.018639710959078497
FP240,0.018638656661116432
FP815,0.01863164855905421
GraphFP303,0.01863067934627036
ExtFP912,0.018620636375400734
MACCSFP132,0.018610635058197496
ExtFP866,0.01861014862698047
FP919,0.018595453938974965
ExtFP638,0.018592949652017177
ExtFP857,0.01859256124899053
FP138,0.018591255825789594
SubFP2,0.018590636598247584
FP121,0.0185836056838062
ExtFP974,0.018580949189620794
FP415,0.018576147424088765
FP918,0.018570571482512486
FP484,0.018550870218003966
FP671,0.018543133026104514
PubchemFP335,0.01854199021539142
C4SP3,0.018538218186476
ExtFP783,0.01852622464408302
FP657,0.018522882792425175
ExtFP206,0.018515038762652997
ExtFP202,0.01851420750508293
MDEN-13,0.018512085717150968
MACCSFP45,0.018496326262395866
FP255,0.01849531383746962
ExtFP150,0.018494513692715823
GraphFP541,0.018494104945716877
ExtFP680,0.018489980382361822
ExtFP116,0.018481676547693896
ExtFP776,0.01847743975387863
FP64,0.018471711209282534
ExtFP451,0.018464527041262817
ExtFP431,0.018446878214662565
FP735,0.0184431618399212
GraphFP926,0.018432909244638734
ExtFP127,0.018428625797442953
FP546,0.01841677338187755
ExtFP793,0.01841056887846934
ExtFP315,0.01841020817559943
FP557,0.0184070878293443
GraphFP815,0.01840146929272653
ExtFP229,0.018395760804892157
FP420,0.01838771298659488
FP751,0.018384369535348142
FP429,0.01838071678919465
ExtFP706,0.0183786863400853
ExtFP850,0.018365115093053504
FP491,0.018359268358692893
ATSC3e,0.01835314174125052
ExtFP203,0.018352306155960327
ExtFP371,0.01835074767607936
FP1005,0.018349374570970835
ExtFP383,0.018338984510527616
ExtFP577,0.018323474404505703
GraphFP173,0.01832237395434294
ExtFP102,0.018308968621316694
FP713,0.01830659641673768
ExtFP426,0.018293773935335527
ExtFP973,0.018292739813497105
maxdssC,0.018292489357741654
SubFPC181,0.018287997160967347
ExtFP31,0.018272485547193035
FP464,0.018271639749839114
ExtFP525,0.018269828863134815
FP968,0.01826796926974178
AD2D482,0.018267911877011826
ExtFP288,0.01826244312142143
nssO,0.018256035893884016
PubchemFP758,0.01824930838443502
GraphFP261,0.018243135395187213
nHBint6,0.018242811415816303
FP15,0.018239639821336
ExtFP492,0.018237619534870898
FP979,0.018234747484461813
GraphFP735,0.018233135504686575
GraphFP499,0.018216212002622918
C1SP3,0.018214454447903854
GraphFP677,0.01820448648470595
ExtFP518,0.01819713625055525
FP595,0.018187372765263398
FP448,0.018186314705922767
GraphFP47,0.018181079598532053
FP818,0.018180598225717774
ExtFP226,0.01817325199255776
ExtFP301,0.018171800049885528
FP532,0.0181638976207867
ExtFP879,0.018148930112897747
FP845,0.018142358029381498
FP440,0.018136272868935578
FP227,0.018135038359018443
FP559,0.01813291847903814
ExtFP19,0.01813130709913461
KRFP3892,0.018128436635160734
GraphFP775,0.018100438545495486
ExtFP562,0.018099299041284746
FP588,0.018096613558340066
ExtFP547,0.018091483712258553
FP478,0.018089365564508412
ExtFP618,0.018052028519795957
GraphFP726,0.018037973047365517
ExtFP358,0.018037164683080222
nsCH3,0.018018576935355874
ExtFP643,0.018018130903191067
ExtFP992,0.018012778008268435
ExtFP348,0.017989268643897032
FP661,0.017983736724472062
FP388,0.017982345719631834
FP368,0.01796936510755558
ExtFP871,0.0179682929618116
GraphFP904,0.017958464261597758
FP712,0.017950765642704473
ExtFP247,0.017944651729643782
FP531,0.01793671005178239
ExtFP2,0.01792982604522787
FP948,0.017926991160490364
FP991,0.017925583899496708
FP774,0.017912869577895393
ExtFP846,0.017896525822368392
ExtFP696,0.017894382201238415
FP131,0.017890776846983463
ExtFP802,0.017886866634637986
ExtFP399,0.017886579027111223
nHCsats,0.017885119216588443
ExtFP386,0.017884160573133086
GraphFP548,0.01787780416167745
FP163,0.01787612048926278
FP310,0.01786437020052279
FP581,0.01786183264565046
FP840,0.017854465271904502
MACCSFP113,0.017850170065928626
FP198,0.01784639301933087
FP800,0.017839796467195246
GraphFP92,0.01783003178646651
FP928,0.017821526852826713
ExtFP369,0.017814599300202093
ExtFP112,0.017794646924395623
ExtFP106,0.017785369089207487
FP483,0.017780410810146405
APC2D4_N_N,0.017780368943548872
GraphFP3,0.0177785562482682
FP275,0.017774574489228857
FP204,0.01776030071041928
ExtFP596,0.017753467467178475
ExtFP796,0.017748844922833018
ExtFP598,0.01774124082471843
GraphFP129,0.01774005052928299
ExtFP470,0.017738408893151345
GraphFP553,0.017737856130984976
FP926,0.017729889527764806
FP966,0.017723291767031416
ExtFP368,0.01770721025715136
ExtFP816,0.017702910487145528
ExtFP22,0.017680052855569645
SubFPC287,0.017677184696129913
ExtFP283,0.017669930203310518
FP273,0.017663236546798234
ExtFP622,0.01765782430051988
FP737,0.01765533656109662
GraphFP891,0.01765485314532902
ExtFP624,0.017642319185165945
PubchemFP548,0.01763652957465657
ExtFP194,0.017635121067099892
FP156,0.01762932193496319
FP425,0.01762882916377502
ExtFP593,0.01762670720389757
GraphFP785,0.01762644018219331
FP549,0.017625734228166164
FP807,0.01761682924316392
FP475,0.01760452796441399
FP601,0.017603258596811354
ExtFP84,0.01760244210416752
ExtFP487,0.01759667676446157
ExtFP81,0.017593624591978815
ExtFP66,0.01758378511325603
ExtFP472,0.017582453887030402
ExtFP308,0.01757550034789548
FP681,0.017565586046569406
ExtFP207,0.017561904411185002
FP238,0.01755917387712541
ExtFP899,0.0175563635497534
FP903,0.017555178252124055
ExtFP477,0.017551313413275857
ExtFP145,0.017550432681107453
FP967,0.017550323475025383
ExtFP931,0.017548514556603258
FP584,0.017535296672013652
FP670,0.017529548039689535
ExtFP748,0.017521942246151605
GraphFP736,0.017510622045834034
ExtFP177,0.017504915577753022
FP906,0.017499772062991335
FP634,0.017496553125957656
FP228,0.017494635670105684
ExtFP892,0.017494372941401888
GraphFP166,0.017485677700463796
PubchemFP13,0.017471544997555027
GraphFP645,0.01746707611165063
ExtFP692,0.017453679605832186
FP205,0.01744167213488818
ExtFP41,0.017430982148226828
ExtFP597,0.01742876541187224
GraphFP86,0.017424141032075978
ExtFP255,0.017416178966806667
FP316,0.01741551114540491
FP396,0.017406286917956475
GraphFP511,0.017402965932698244
FP283,0.017397283095477827
FP911,0.01739539278170417
KRFP3782,0.017385965761645174
FP305,0.017383997586265264
GraphFP73,0.017381733653666236
ExtFP197,0.017368960855003453
ExtFP483,0.017353517393216247
KRFP3788,0.01735213628294577
FP476,0.017347976459677235
XLogP,0.017332635573692856
FP385,0.0173291923417436
FP656,0.01731798487071426
GraphFP283,0.01731506166295555
GraphFP878,0.017306643269146948
FP324,0.017295201504787715
FP92,0.017291709653222322
FP530,0.017283679238833904
GraphFP783,0.01727124509785593
ExtFP462,0.017258773006963483
FP386,0.017256871727705004
ExtFP877,0.017250616308997827
ExtFP461,0.017247366067060736
APC2D6_N_N,0.017243650801500914
GraphFP576,0.0172403063194634
FP393,0.017233852693138284
ExtFP549,0.01722250113176137
ExtFP869,0.017209778969183985
FP717,0.01720609845019885
KRFPC3956,0.017196677662972244
ExtFP78,0.017194597552562817
FP824,0.01718936488659575
nsssCH,0.017182452616224628
ExtFP215,0.01717270989700952
ExtFP619,0.017156937076406698
ExtFP832,0.017156055932768272
FP658,0.017155519638442154
KRFPC3733,0.017154854172882497
ExtFP473,0.017154367012022487
ExtFP851,0.017144192468658403
FP101,0.017138235046003286
FP768,0.017136926924192483
FP114,0.01713242404708356
ATSC8v,0.01713024257211136
FP738,0.017128117865095435
ExtFP817,0.01712794291908889
GraphFP893,0.01711763342327461
ExtFP396,0.0171162195070502
ExtFP684,0.0171151979790648
FP424,0.017114441519433216
FP73,0.017112458675811692
MACCSFP149,0.017110354145289348
FP920,0.01710411049762343
FP489,0.017103672381789572
FP687,0.01710169918862184
ExtFP103,0.017095963241141883
FP810,0.017080679281001772
ExtFP821,0.017076047643259974
ExtFP922,0.01706946375456182
FP535,0.017069124373454723
FP25,0.01706794475156899
GraphFP914,0.01706180805198809
PubchemFP691,0.01706092487808405
MATS2m,0.01704496976357692
FP128,0.01704439097744911
FP1006,0.0170402766840888
FP357,0.017036092774965303
MACCSFP140,0.017035237306719013
ExtFP105,0.01703405294619955
KRFP1124,0.017023602035477887
nHBint2,0.01701080216558108
ExtFP780,0.017008009090336767
FP859,0.017003284125131544
FP309,0.016988710573851172
AD2D325,0.016985025604759053
PubchemFP432,0.01698319354382152
ExtFP834,0.016982195679050044
FP14,0.01693302395705304
ExtFP222,0.016928366553638437
PubchemFP476,0.016924119958725094
KRFP3685,0.016923527161453924
FP113,0.016918680271037344
MACCSFP85,0.016917093764147427
ExtFP310,0.01691088365284337
FP79,0.016909027978030605
ATSC5c,0.01690762286778178
ExtFP248,0.016907051223889767
GraphFP5,0.01690160719616071
FP804,0.016898908112572948
FP653,0.01689066504847861
FP934,0.016869891446341045
ExtFP855,0.016865798368855517
GraphFP199,0.016856154748112515
GraphFP949,0.01684842284062584
ExtFP531,0.016832017357585466
ExtFP970,0.01682676814524011
GraphFP513,0.016822836119682414
GraphFP955,0.016822314793197162
GraphFP271,0.016814891687582743
FP133,0.016807425596953255
FP225,0.01680485508480891
MACCSFP66,0.016803277915594585
ExtFP109,0.016803032230619658
FP364,0.016799503326680912
ExtFP83,0.016791889056658186
MACCSFP91,0.01677763853256351
ExtFP962,0.0167759824738937
ExtFP698,0.016773197739009368
FP536,0.01677278421025191
AD2D648,0.016763551313143308
FP865,0.016762679332481812
ExtFP439,0.01676243789956942
GraphFP196,0.016753005371176143
ExtFP655,0.016752674923201236
GraphFP590,0.016746158877946244
FP814,0.016736412434865684
FP248,0.016732263121006993
FP369,0.016731805479705437
GraphFP489,0.016719444556314165
minsCH3,0.016702330145970334
ExtFP201,0.0167007924785429
FP164,0.016698320842928056
GraphFP1001,0.016678663756397216
ExtFP193,0.016666929968864434
ExtFP210,0.016662160434823204
ExtFP980,0.016656809001069205
GraphFP397,0.01664646165402095
ExtFP772,0.016644646286758154
ExtFP418,0.01663981454180142
ExtFP181,0.016638339297809873
KRFP3706,0.016638244559312298
ExtFP336,0.016632696584075898
FP539,0.01662447221091619
GraphFP569,0.01661228045103496
FP196,0.01661092166568253
FP522,0.016602361997923584
ExtFP538,0.016601926720237917
FP813,0.016591051488487538
GraphFP944,0.016588517863251565
ExtFP204,0.01658432483698439
ExtFP131,0.01657347745824819
FP592,0.01656752777837827
ExtFP71,0.016565500881037913
ExtFP139,0.016564394536520224
FP591,0.01656430352516475
FP922,0.01656052870166878
FP282,0.01655850646954643
ExtFP530,0.01655124999371721
GraphFP1005,0.01654139375568578
FP433,0.016535653878628428
FP897,0.01653035653917177
nssssC,0.016515809228059328
FP786,0.016512023053405257
ExtFP979,0.0165067590449683
GraphFP773,0.016499137749570767
ExtFP930,0.016467786359706124
FP723,0.016467411707678074
FP587,0.01646364162301679
KRFP3943,0.016458436551099805
APC2D10_N_O,0.016457323819898208
GraphFP727,0.01645301382903599
ATSC3i,0.016448230715388715
ExtFP633,0.016444916713785597
FP667,0.016440793598466667
FP861,0.01643522630158407
ExtFP774,0.01643321433564929
SsssCH,0.016431907626369424
ExtFP522,0.01641188328864136
FP976,0.01640868306791133
ExtFP355,0.01639984561443735
ExtFP142,0.016391226193266255
ExtFP645,0.016389968068754524
KRFP3393,0.016385350723968465
ExtFP906,0.016384575618092513
GraphFP913,0.016377665436300058
PubchemFP196,0.01636989867135869
FP860,0.0163687123400251
PubchemFP673,0.016353415940709087
ExtFP675,0.016343179646090535
ExtFP68,0.016337593588759372
ExtFP701,0.016334918129441444
FP797,0.016324461917095086
ExtFP231,0.016315746766195505
FP46,0.016314123732649215
ExtFP920,0.016310864617425754
FP711,0.01629345214030391
FP89,0.016292198524532935
ExtFP306,0.016285542579636866
FP419,0.016282938522206185
FP103,0.016277502975984064
ExtFP890,0.016275773696339375
FP437,0.016267175260243356
GraphFP424,0.016265279356299667
GraphFP972,0.016264202668445738
APC2D1_N_N,0.016259326482984057
FP1013,0.01625511201342784
ExtFP836,0.016249911301349798
GraphFP695,0.016229078257591754
FP63,0.016228114820895482
ExtFP594,0.016226111003581064
GraphFP35,0.016222809578933597
FP945,0.016221810508037133
ExtFP281,0.016217709935824484
KRFPC3725,0.0162159000950272
PubchemFP706,0.016212276915330687
FP556,0.016208785700385458
ExtFP868,0.016196146829255326
ExtFP10,0.016194807139066732
ExtFP707,0.01619029036250259
ExtFP867,0.01618960577530497
ExtFP28,0.016184320920230564
ExtFP921,0.016174593111428055
PubchemFP519,0.016170066906982954
ExtFP902,0.016160826506323514
KRFP3727,0.016155411327503272
GraphFP527,0.01614701240567566
GraphFP837,0.01613883264988544
GraphFP903,0.016137711545198368
ExtFP654,0.016131260724875175
ExtFP94,0.01612184425146033
ExtFP219,0.016119502097777648
FP172,0.01611715549350852
FP169,0.016099389473196616
FP466,0.016098580900067546
GraphFP546,0.016086785347413313
FP308,0.016073829780703708
ATSC2v,0.016064671979149098
ExtFP528,0.016059088232503637
ExtFP266,0.01605732144450094
ExtFP380,0.016034685409712264
FP835,0.016032142918964216
ExtFP584,0.016029266450001807
minwHBa,0.01602637440682591
ExtFP506,0.016023701759618255
PubchemFP357,0.016020527622425895
ExtFP512,0.01601668357544874
GraphFP920,0.01601576919751085
FP40,0.01600830009430421
FP98,0.016006110162963234
ExtFP744,0.01600340024282539
ExtFP573,0.01599474332240938
GraphFP51,0.01598205443289542
ExtFP829,0.015977892349605363
nssCH2,0.015976728256110146
MDEN-33,0.015967888409831696
ExtFP997,0.015958885718097993
ExtFP758,0.01595763683547084
ExtFP777,0.015952681862618646
ExtFP640,0.015952437637731073
maxHBint6,0.015951851503945014
ATSC4c,0.01595122351852297
FP1007,0.015944952715203124
KRFP3729,0.015944429665820558
APC2D8_N_O,0.01594270683497492
ExtFP496,0.015936217253849916
FP995,0.01591179019806259
GraphFP838,0.015909953362887707
FP733,0.015908174746450916
GraphFP943,0.01590613029301797
GraphFP405,0.015905346364436457
GraphFP72,0.015901010293858653
GraphFP572,0.0158960713731916
maxssCH2,0.015890067519910945
FP27,0.015883613983623847
GraphFP198,0.015880347025270834
AD2D559,0.015874113505722803
KRFP3718,0.015870903409443696
FP42,0.01586215382615889
ExtFP156,0.01585567692082395
FP876,0.015852271554946284
GraphFP427,0.015848098591227985
ExtFP745,0.015845467686555686
ExtFP681,0.015822725705271035
ExtFP689,0.015819603681498227
FP875,0.015814568339495745
ExtFP642,0.01580128632223948
GraphFP226,0.015799457393556888
ExtFP403,0.015797972766622842
FP100,0.01579060896273687
FP20,0.01578735552229566
FP304,0.015779234093352565
GraphFP678,0.015771476953583777
GraphFP851,0.015762246856453107
GraphFP228,0.015753809187389556
KRFP3647,0.0157536436770605
GraphFP153,0.01573272043532859
ExtFP138,0.01571951434868842
FP821,0.015715545276631673
FP869,0.015713688559583716
FP165,0.01571277506065137
FP890,0.01570958191068354
FP598,0.015695515625464236
ExtFP608,0.01569523772090637
FP944,0.01569140890487607
ExtFP958,0.01568674022572899
FP38,0.015685643877445404
ExtFP837,0.015680500961006438
GraphFP154,0.015666435206993384
AD2D414,0.015651509851028488
KRFPC3750,0.01564406829030122
GraphFP116,0.015630422400120116
ExtFP716,0.01562123430803294
KRFP3730,0.015612167403200657
ExtFP50,0.01560529707355592
FP772,0.015603989444381204
SubFP1,0.015594813929073484
GraphFP285,0.015593293211664614
FP105,0.015573477715075027
ExtFP110,0.015563800856626179
ExtFP578,0.01555867113464998
ATSC6c,0.015555274015503634
PubchemFP373,0.015553017980299837
ExtFP434,0.015544522574358566
ExtFP234,0.015538426460991519
ExtFP897,0.015531043986687493
GraphFP912,0.015526278007554496
ExtFP180,0.015525222769709215
FP387,0.015521432027815847
ExtFP277,0.015503232663538922
KRFP1645,0.01549991436647433
GraphFP307,0.01549962337267111
FP868,0.015479135110784336
FP562,0.01547459593376983
ExtFP198,0.015473537484785856
APC2D2_N_N,0.015461368433571042
GraphFP197,0.015450810330859214
FP446,0.015448954204609473
FP699,0.015446243416788446
FP524,0.01543986609460132
ExtFP944,0.015433505510031535
ExtFP651,0.015433140135335232
FP806,0.015431244444376688
ExtFP940,0.015416695425133258
ExtFP864,0.015415347831208515
FP837,0.015410350942712023
FP946,0.015409331246103096
FP816,0.015396912591055037
ExtFP575,0.015393479782235918
KRFP3789,0.015371000656290256
GraphFP155,0.015355858980633507
FP513,0.0153545646471629
GraphFP417,0.01535186714365917
FP643,0.015350692952252571
ExtFP778,0.015343882695181572
FP912,0.01533737909809258
GraphFP340,0.015319705442742755
GraphFP430,0.015306185948818126
MACCSFP128,0.015303913280748451
FP59,0.015300105104278802
ExtFP959,0.015297413722495013
FP421,0.015293656498340328
SC-4,0.015292887466373516
FP541,0.015282994624190598
MACCSFP141,0.015282351147088237
ExtFP437,0.0152699137418443
FP741,0.015268303243894416
FP718,0.015265941778372729
FP923,0.015259547977872904
GraphFP281,0.015258136127798416
FP406,0.015257303972811784
FP193,0.015249010323740752
FP635,0.015240959478255251
FP752,0.01524058624423475
ExtFP404,0.015233187638033833
PubchemFP477,0.015226813136619657
GraphFP607,0.015226001865981243
KRFP3692,0.015219771172991817
nFRing,0.015214957097995448
ExtFP854,0.015213791274028
ExtFP299,0.015211003165666245
FP690,0.015204079867205724
KRFP3949,0.01518289546425693
GraphFP356,0.015182038243127567
FP857,0.015177921250014968
ExtFP319,0.01517635550397634
ExtFP792,0.015171627193138028
GraphFP204,0.015157781166666844
PubchemFP638,0.015156722620678605
ExtFP978,0.015152896713315671
ExtFP135,0.015150904733248616
FP192,0.015145880160680539
ExtFP411,0.015145630235106362
PubchemFP579,0.015144722817944415
ExtFP158,0.015144114118399353
GraphFP744,0.015137734441955434
ExtFP465,0.015128687212737468
GraphFP156,0.015106075691062546
PubchemFP372,0.015105222030458257
AD2D716,0.015102655425651028
FP960,0.015094740644696883
FP585,0.015090611288335738
SHBint6,0.015081919420568888
ExtFP273,0.015076304316089893
ExtFP88,0.015075282047804239
ExtFP311,0.015075266330074343
FP599,0.015068548241688622
ExtFP734,0.015067302755048277
ExtFP126,0.015065604769025668
ExtFP585,0.015056426615576985
ExtFP372,0.015056272929670987
GraphFP984,0.015044331117236041
ExtFP595,0.015041545396303257
ExtFP938,0.015038268604083948
ExtFP678,0.015035327075027983
GraphFP268,0.015032899244183228
FP458,0.015031691802069399
FP1008,0.015028189149953129
ExtFP166,0.01502627235390078
ExtFP353,0.01502229266312383
ATSC1m,0.01502186289831811
ExtFP669,0.015005294861389752
FP61,0.015004168089071778
ExtFP818,0.015001612274337233
ExtFP798,0.014994232158468172
FP702,0.014984459180192774
GraphFP896,0.014984356895196735
ATSC6v,0.014979126196347677
FP785,0.014979000896432093
GraphFP258,0.014975911876631554
FP766,0.014969849320892858
FP112,0.014964902385923325
FP878,0.0149630372200156
ExtFP298,0.014956163315379295
ExtFP237,0.014954460536784718
ExtFP300,0.014944317246679497
C3SP3,0.014921132292413035
ExtFP570,0.01490343835384459
KRFP3641,0.014880271731127827
MACCSFP119,0.014877464308212752
ExtFP377,0.014875724693021335
FP83,0.014872514178188339
minHdsCH,0.014871567517961067
FP190,0.01487135297349267
FP394,0.01486610913915311
GraphFP263,0.014846470653483186
ExtFP616,0.014839041345821112
ExtFP914,0.014836161357873348
ExtFP261,0.014832719775491223
ExtFP966,0.014828963201603424
ExtFP325,0.0148264137263662
FP551,0.014810348345045707
MACCSFP136,0.014802276334004012
ExtFP923,0.014801281538420042
ExtFP387,0.01479580768059411
ExtFP32,0.014790365794280008
ExtFP354,0.01479008755948195
ExtFP932,0.014774782118343743
FP828,0.014770253338726044
FP660,0.014769671308990545
GraphFP888,0.014763459338803448
FP1024,0.014760753895009976
FP916,0.014756692922737956
nHBint7,0.014749295759408386
FP698,0.014748883835889858
ExtFP900,0.014722861151138383
ExtFP51,0.014718132057116869
ExtFP333,0.01471758394468752
FP24,0.014710394577140642
AD2D169,0.014706755325068106
ExtFP491,0.014701789512160461
FP463,0.014700683079337272
GraphFP725,0.014698203221873889
FP552,0.014695578776872888
FP547,0.01469410603857548
FP655,0.014687365053044594
FP898,0.014684737213786641
ExtFP365,0.014679021805608561
minssNH,0.014678120321196421
ExtFP825,0.014674734588231228
GraphFP841,0.014674317077023926
ExtFP750,0.01466732677206071
ExtFP318,0.014666058504670258
ExtFP523,0.014653097614961712
ExtFP73,0.014650986992835456
ExtFP200,0.014647268542870812
FP62,0.014645860456885674
GraphFP823,0.014612772007063093
KRFP3655,0.014595484375407261
ExtFP981,0.014591451737569799
MACCSFP21,0.014586837604592567
FP28,0.014582471052815765
ExtFP37,0.014580466107990192
GraphFP630,0.01457374893455746
GraphFP834,0.014571906285856726
ExtFP726,0.014564970215251542
ExtFP874,0.014563514327979045
APC2D9_O_O,0.014559336162017869
ExtFP576,0.014559063595676386
FP230,0.01455720973382034
PubchemFP693,0.014556652584205533
ExtFP52,0.014547137910864876
ExtFP323,0.014543870537114456
ExtFP956,0.014539546809243107
ExtFP682,0.014537714397679438
ExtFP287,0.014512980307157189
ExtFP503,0.014512578471876569
ExtFP691,0.014506760803188861
ExtFP568,0.014499324914603116
GraphFP354,0.014498421999850707
MACCSFP153,0.01449231896612809
FP150,0.014491941153203609
FP789,0.014487211320855215
PubchemFP450,0.014485279033080469
GraphFP526,0.014484425318197668
FP662,0.014480447097572822
ExtFP710,0.014472747556392263
FP886,0.014470416345986361
ExtFP341,0.014467612217117946
ExtFP688,0.014454525039040945
ExtFP453,0.014435136127293035
PubchemFP366,0.014431544923449712
FP479,0.01442421384789595
ExtFP245,0.014423871146208876
ExtFP499,0.014423159693474547
FP942,0.014420202343940236
ExtFP334,0.014419686663974635
ExtFP77,0.014413916672518486
ExtFP647,0.014412535181524237
FP915,0.014404571119469923
FP262,0.01439997952820085
FP829,0.014397066853157073
GraphFP653,0.014396538699259602
ExtFP995,0.014395285303590294
GraphFP229,0.014388463707808162
ExtFP605,0.014379511284988237
FP817,0.014378896217950651
PubchemFP612,0.014362553517294478
ExtFP185,0.014355376573182997
ExtFP823,0.014343870889470381
FP885,0.014343522692523753
ExtFP521,0.014337402649891438
GraphFP450,0.014329710010355438
ExtFP190,0.014321239938490932
GraphFP741,0.01431587675890536
ExtFP7,0.01431575205692731
FP468,0.014309245830614058
ExtFP152,0.014307053634115068
FP16,0.014298686321357836
APC2D6_O_O,0.014293444529918506
FP969,0.014293182302670359
KRFP3443,0.014292854843528276
GraphFP679,0.014277020105594918
FP326,0.014276850836896407
ExtFP994,0.014272775232485194
FP1004,0.014272422690168112
FP978,0.01426777387323866
APC2D8_C_X,0.014264124623489095
