,Feature,Importance
1266,FP938,0.00028432202945891674
514,FP181,0.0002838667455850956
2641,GraphFP316,0.00028242266491700606
3077,GraphFP823,0.00028179854108456625
1587,ExtFP238,0.00028162053195706103
2512,GraphFP175,0.00028160654712438356
2738,GraphFP425,0.0002804364063931061
505,FP172,0.00027949181749681854
2023,ExtFP677,0.00027920255490751977
2405,GraphFP62,0.00027859477791700773
907,FP577,0.0002783401373405556
2634,GraphFP309,0.0002783334070773231
1721,ExtFP373,0.0002771622944444566
1358,ExtFP7,0.0002748819103743236
3251,AD2D94,0.0002740120295794464
2980,GraphFP708,0.0002728917463126717
2406,GraphFP63,0.0002713558863146694
1696,ExtFP348,0.0002711249296958641
2576,GraphFP245,0.0002702109576756808
1296,FP968,0.0002687837608704836
668,FP336,0.0002669108476425594
1206,FP878,0.00026687060479805273
2118,ExtFP774,0.000266099198339588
1275,FP947,0.00026444357475896146
1118,FP790,0.0002642573604174902
1591,ExtFP242,0.0002641443444000783
1530,ExtFP180,0.0002636000557753262
3385,AD2D579,0.00026320556548895045
1193,FP865,0.00026267753847088486
3444,AD2D729,0.00026142220233659673
2681,GraphFP359,0.00026127624995372196
2487,GraphFP148,0.0002609358676210223
1084,FP756,0.00026081334773386225
1816,ExtFP468,0.0002606037884616094
685,FP353,0.000260433533209979
2929,GraphFP652,0.0002590622763834615
1500,ExtFP150,0.0002590029544984183
3360,AD2D510,0.00025879922258973607
3165,GraphFP926,0.0002583492622584353
3325,AD2D409,0.0002582102589929677
1900,ExtFP553,0.00025683780919107514
2264,ExtFP922,0.00025578280585602956
1089,FP761,0.00025547930903372377
2065,ExtFP720,0.00025528011622785924
1654,ExtFP306,0.00025456114134541995
3191,GraphFP958,0.00025438319409888823
2529,GraphFP194,0.000253756046849088
1337,FP1010,0.0002523030560617983
850,FP519,0.00025011110997714503
1101,FP773,0.0002480461523120596
787,FP456,0.00024720804166506247
1395,ExtFP44,0.0002462122836153757
571,FP238,0.000245961577286846
1766,ExtFP418,0.00024594029729562285
2300,ExtFP959,0.00024550981591373126
1651,ExtFP303,0.0002454535164128835
493,FP160,0.0002453915597580254
2227,ExtFP884,0.0002444995637854805
3376,AD2D564,0.0002444458788294479
1527,ExtFP177,0.0002442259183239563
2743,GraphFP430,0.00024412711141292708
556,FP223,0.00024298965360952676
2308,ExtFP967,0.0002419680698779579
427,FP94,0.00024179036433338093
3049,GraphFP786,0.00024173270044967074
1808,ExtFP460,0.00024165064787910344
2811,GraphFP511,0.00024096844969108885
1719,ExtFP371,0.0002408941793896594
2733,GraphFP418,0.00024079137052634964
1047,FP717,0.00023877056027642543
2913,GraphFP632,0.00023807305216145262
281,nHBAcc,0.00023758281460508352
708,FP376,0.0002364698641700108
802,FP471,0.00023512426075736743
554,FP221,0.00023508737955612373
435,FP102,0.00023422108264380844
3019,GraphFP753,0.0002324901084832238
1785,ExtFP437,0.00023216821314997436
660,FP328,0.0002319319072608506
629,FP297,0.00023189272560802086
1704,ExtFP356,0.00023036564623470362
666,FP334,0.00023032524362997617
1937,ExtFP591,0.00023014711908798127
1535,ExtFP185,0.0002299317438374364
3433,AD2D714,0.00022985613577126214
913,FP583,0.0002298154603940259
633,FP301,0.0002295484801450949
1955,ExtFP609,0.00022892599147089518
2157,ExtFP813,0.00022808061922063896
2431,GraphFP90,0.00022711850640513755
1032,FP702,0.00022612889998464464
1918,ExtFP572,0.00022422598131278815
523,FP190,0.00022283788562648126
967,FP637,0.00022282254915711563
494,FP161,0.0002227764411844026
1106,FP778,0.000221572487878124
529,FP196,0.00022138352350251458
823,FP492,0.0002212556179857943
1672,ExtFP324,0.00022033517486694468
2548,GraphFP214,0.00021949595523910033
755,FP424,0.00021885867917810942
781,FP450,0.0002185829300776067
367,FP34,0.0002175433751240767
389,FP56,0.00021683234875404732
2904,GraphFP619,0.00021674682299590239
2656,GraphFP332,0.00021654581623460552
2062,ExtFP717,0.00021601597179043055
942,FP612,0.00021558637904641183
774,FP443,0.00021528011953583174
2921,GraphFP642,0.00021449403970226266
1722,ExtFP374,0.00021448448380481219
716,FP384,0.00021416853364688868
3324,AD2D408,0.00021337161158076277
283,nHBDon,0.000212629997873694
1563,ExtFP214,0.0002116846402217533
2863,GraphFP569,0.00021158426327741353
1582,ExtFP233,0.0002104952678696342
811,FP480,0.0002103465031987684
2767,GraphFP462,0.00021033683182900372
1765,ExtFP417,0.00021032145723952803
910,FP580,0.00020884465706034978
1681,ExtFP333,0.00020830147087634514
1304,FP977,0.00020679212130390485
683,FP351,0.00020677565115201124
2031,ExtFP685,0.00020591691275001023
1447,ExtFP97,0.00020548651691083876
2212,ExtFP869,0.00020481754735692575
754,FP423,0.0002048052080726219
1221,FP893,0.0002045300151517308
2078,ExtFP734,0.0002042584669091907
1088,FP760,0.00020408028473851967
2083,ExtFP739,0.00020310055738394591
2439,GraphFP99,0.0002030216428442625
2747,GraphFP436,0.00020239784982305827
2967,GraphFP695,0.00020205571526762608
1488,ExtFP138,0.00020191181821945835
750,FP419,0.00020177648211349127
1220,FP892,0.0002016486470683188
851,FP520,0.00020141882554672294
2720,GraphFP403,0.00020140493633725803
1024,FP694,0.0002003528015341836
443,FP110,0.0001999701195870482
1684,ExtFP336,0.00019955652653715642
1289,FP961,0.00019894598463777516
2216,ExtFP873,0.00019873484757601209
3399,AD2D630,0.00019859581123759758
1387,ExtFP36,0.00019853967758527474
2831,GraphFP533,0.00019785842405005573
1607,ExtFP258,0.00019739897365889371
2010,ExtFP664,0.00019736464969250417
1525,ExtFP175,0.00019717957851247386
1370,ExtFP19,0.0001970363255759216
1832,ExtFP484,0.0001967388618556827
3359,AD2D506,0.00019638998739116194
1662,ExtFP314,0.00019615107880696273
3316,AD2D392,0.00019574510083544234
2463,GraphFP123,0.00019514038830243524
1050,FP720,0.00019343932659083457
2799,GraphFP498,0.00019328748389829797
1886,ExtFP538,0.00019318856110356295
635,FP303,0.00019225525990346264
1875,ExtFP527,0.0001917646470514897
3070,GraphFP813,0.00019146264610028096
2581,GraphFP252,0.00019129812474467125
338,FP5,0.00019124445798126904
1867,ExtFP519,0.0001907909354845751
2861,GraphFP567,0.000189762683882873
2057,ExtFP712,0.00018924534361388197
1313,FP986,0.0001881820473193435
1595,ExtFP246,0.0001872672996333871
964,FP634,0.00018683603454068662
460,FP127,0.00018635305601718823
3404,AD2D639,0.00018605537145183733
1946,ExtFP600,0.00018596889382546962
1624,ExtFP275,0.00018594718408432369
2584,GraphFP255,0.00018536124545957065
2202,ExtFP859,0.00018515915782104237
412,FP79,0.00018477931078063288
2775,GraphFP471,0.0001842146499865296
407,FP74,0.00018374938645566795
1978,ExtFP632,0.00018239934832077492
2496,GraphFP158,0.0001815431264689901
3405,AD2D641,0.00018099229894410086
1250,FP922,0.0001809846467134785
1781,ExtFP433,0.0001805220695089698
1319,FP992,0.00018010098662032945
3198,GraphFP965,0.0001800815125616778
379,FP46,0.00017999197716053186
3352,AD2D496,0.00017914908237304738
1657,ExtFP309,0.00017884582800500173
2992,GraphFP721,0.0001786934604184972
1767,ExtFP419,0.000178337764459035
2709,GraphFP390,0.00017778065637020997
2198,ExtFP855,0.0001775236107628862
2152,ExtFP808,0.000177172166427557
1534,ExtFP184,0.00017706713469704572
2119,ExtFP775,0.00017681987844252165
3106,GraphFP856,0.0001768126843805337
613,FP281,0.00017654993903464685
2064,ExtFP719,0.00017560824216394873
339,FP6,0.000175403727401358
2511,GraphFP174,0.0001748329839674408
414,FP81,0.00017427385081516907
2535,GraphFP200,0.000174052103402067
863,FP532,0.0001737913905528832
1878,ExtFP530,0.00017356548899265267
1343,FP1016,0.0001733376291875126
1305,FP978,0.00017325402801597823
2162,ExtFP818,0.00017287267101198195
726,FP395,0.00017272265629134114
775,FP444,0.00017272061510370903
1727,ExtFP379,0.000172384732347485
2779,GraphFP476,0.00017191611049287604
2756,GraphFP448,0.00017157691753464933
1396,ExtFP45,0.0001715165687946704
1702,ExtFP354,0.00017137999693304506
2934,GraphFP658,0.00017134602556771985
1558,ExtFP209,0.0001711848772447755
944,FP614,0.0001711790884395375
585,FP252,0.00017088106102570124
3427,AD2D703,0.0001708183306680081
1567,ExtFP218,0.00017074483223542464
1479,ExtFP129,0.0001702264111268967
2932,GraphFP655,0.00016983317818556164
820,FP489,0.00016946758488126622
3301,AD2D330,0.00016942237614012118
2360,GraphFP15,0.00016905083200208337
2176,ExtFP832,0.00016846409212862586
2136,ExtFP792,0.0001684506416217958
993,FP663,0.00016835579122440332
2421,GraphFP80,0.0001678046460509002
1780,ExtFP432,0.00016778186769752495
2964,GraphFP691,0.00016755795984175543
3387,AD2D583,0.00016694864667230039
1402,ExtFP51,0.00016675588329921918
1351,FP1024,0.00016638008635687284
3334,AD2D426,0.00016591667255352625
903,FP572,0.00016542002743632936
2218,ExtFP875,0.0001652568508013667
3358,AD2D505,0.0001649479301877103
2788,GraphFP486,0.00016477998511680775
1492,ExtFP142,0.0001647430243034063
1724,ExtFP376,0.0001643025421997683
297,nAtomLAC,0.000164297761838217
3044,GraphFP780,0.0001640130217569356
564,FP231,0.00016381756681103723
2710,GraphFP391,0.00016368699557252616
518,FP185,0.00016355330737484374
1332,FP1005,0.00016293239752221582
949,FP619,0.00016292908610689096
1584,ExtFP235,0.00016275798128177654
1974,ExtFP628,0.00016247814625472166
2250,ExtFP908,0.00016176981421926168
899,FP568,0.00016101908201572764
799,FP468,0.00016089456055186745
2022,ExtFP676,0.00016063228713449166
1930,ExtFP584,0.00016037732788794345
242,VCH-5,0.00016027794888981797
2200,ExtFP857,0.00015994230551615515
2108,ExtFP764,0.0001598721112195331
2587,GraphFP259,0.00015930824050352837
1838,ExtFP490,0.00015924992967166534
1680,ExtFP332,0.00015901417450230474
1105,FP777,0.00015896102193796896
455,FP122,0.00015850434406987246
1160,FP832,0.00015840368275746582
1110,FP782,0.00015813488083534172
1712,ExtFP364,0.00015782530555761645
3140,GraphFP898,0.0001573496855706967
902,FP571,0.0001569152088790895
759,FP428,0.00015653790066802502
1330,FP1003,0.00015627239428362373
2864,GraphFP572,0.0001553687279183636
1578,ExtFP229,0.0001553243448996992
2563,GraphFP229,0.00015462694479321073
1439,ExtFP89,0.00015446340874035369
305,MDEC-44,0.00015427157076517567
1868,ExtFP520,0.00015417131093820675
373,FP40,0.00015341245495301224
2499,GraphFP162,0.00015276040875946944
2595,GraphFP267,0.00015247419753149105
2073,ExtFP728,0.00015244319002709474
1200,FP872,0.0001520712335535204
2260,ExtFP918,0.00015184200873086625
1356,ExtFP5,0.00015169783998084457
3272,AD2D234,0.00015158329961838428
1325,FP998,0.00015116835033746252
2039,ExtFP693,0.00015096554079931663
363,FP30,0.00015035374489494698
1380,ExtFP29,0.00015015657393880962
1906,ExtFP559,0.00014997330097723486
1107,FP779,0.0001494655386585089
1361,ExtFP10,0.00014899661069455624
2538,GraphFP203,0.00014885618341495981
2598,GraphFP270,0.00014882130491151335
1151,FP823,0.00014877931315890845
2611,GraphFP284,0.00014831373404007987
1140,FP812,0.00014806693697383332
2972,GraphFP700,0.0001478652485448378
854,FP523,0.00014738602878133368
1801,ExtFP453,0.00014639906696134705
2740,GraphFP427,0.0001462825342313833
1936,ExtFP590,0.00014610354913475662
712,FP380,0.0001459194786566199
2241,ExtFP898,0.0001452404085212694
2654,GraphFP330,0.00014470565019182775
2294,ExtFP953,0.00014419752924701347
2247,ExtFP904,0.0001439892116087042
1248,FP920,0.00014351439188485727
1451,ExtFP101,0.00014343560449982717
3288,AD2D276,0.00014310914395298827
1802,ExtFP454,0.00014288536752950646
702,FP370,0.00014248911246415527
872,FP541,0.00014238886560127457
3001,GraphFP730,0.00014231925760580438
2954,GraphFP680,0.00014208228673231473
411,FP78,0.00014169058577178634
3197,GraphFP964,0.00014165437789984923
1129,FP801,0.00014121639056002957
1728,ExtFP380,0.00014093626836532986
1126,FP798,0.00014046051467552151
885,FP554,0.00014010565029402847
894,FP563,0.0001398828050288015
2365,GraphFP20,0.00013972517013461253
3437,AD2D719,0.00013945396639360123
1123,FP795,0.00013926871927735543
1911,ExtFP565,0.00013883398444331988
2249,ExtFP906,0.00013866229106642352
1871,ExtFP523,0.00013836284784108656
3174,GraphFP939,0.00013813571231363102
3379,AD2D569,0.00013761959109612695
3295,AD2D320,0.00013748798934906485
2918,GraphFP638,0.00013730080776920328
2144,ExtFP800,0.00013699861830908055
1242,FP914,0.00013696618082837666
263,ETA_dAlpha_A,0.0001366978402626014
987,FP657,0.00013657445448174904
2523,GraphFP187,0.00013638854268115507
2582,GraphFP253,0.00013636038675253397
1180,FP852,0.00013578319292555904
2047,ExtFP701,0.00013514091654492867
630,FP298,0.00013513494737031712
1060,FP730,0.00013481287202478278
914,FP584,0.00013443104656647663
1960,ExtFP614,0.00013416907925034146
2942,GraphFP667,0.00013381591389365372
2052,ExtFP707,0.00013377828886593123
1984,ExtFP638,0.00013309907961964938
3185,GraphFP952,0.00013288455962266274
893,FP562,0.00013250256981630788
354,FP21,0.0001318656983789291
2213,ExtFP870,0.00013179090185037973
3002,GraphFP731,0.00013163557272628446
1477,ExtFP127,0.0001309433931745359
2296,ExtFP955,0.00013065618911461518
855,FP524,0.00013056029996325925
403,FP70,0.00013053650085888632
2726,GraphFP409,0.00013052372614850584
1975,ExtFP629,0.0001304676130657776
1749,ExtFP401,0.00013024932924478717
2971,GraphFP699,0.0001293834837189925
1377,ExtFP26,0.00012933660590855797
552,FP219,0.00012917012583427595
2506,GraphFP169,0.00012893638586424324
805,FP474,0.000128218416095778
1779,ExtFP431,0.00012800883462524417
3369,AD2D552,0.0001279526284784806
1227,FP899,0.0001277673430167402
1760,ExtFP412,0.00012705757996797068
1818,ExtFP470,0.00012667943342916497
2915,GraphFP635,0.00012563376911862843
2334,ExtFP993,0.00012559083735267938
916,FP586,0.0001254762188470767
724,FP393,0.00012518217639722313
515,FP182,0.00012512820985708842
821,FP490,0.00012490999017043719
1473,ExtFP123,0.0001247678663513708
1125,FP797,0.00012452033731164217
2286,ExtFP944,0.0001242001512307667
3237,GraphFP1016,0.00012391888662758078
2493,GraphFP155,0.0001237391904141584
1122,FP794,0.00012284574682238432
1952,ExtFP606,0.00012271562286637636
1306,FP979,0.00012264003492771434
2846,GraphFP550,0.00012206576891339075
2280,ExtFP938,0.00012202902090645927
2599,GraphFP271,0.00012185784998303306
3286,AD2D272,0.00012154589052172096
1794,ExtFP446,0.00012122805823316249
2314,ExtFP973,0.00012111180854029587
2315,ExtFP974,0.00012106440375799952
2878,GraphFP589,0.0001209472764717411
3307,AD2D340,0.00012044376522746927
2072,ExtFP727,0.00011991806817278004
458,FP125,0.00011966772200053936
2128,ExtFP784,0.0001196331045149795
2429,GraphFP88,0.00011883240818548421
2835,GraphFP537,0.00011792886661983614
2714,GraphFP397,0.00011746421661374667
2786,GraphFP484,0.00011736013219833675
2516,GraphFP179,0.00011694675017470458
3278,AD2D257,0.00011661339126160356
428,FP95,0.000115602476582893
1999,ExtFP653,0.00011543182478354086
504,FP171,0.0001153903615830098
2037,ExtFP691,0.00011511044327503193
3247,AD2D12,0.000114878029242289
1419,ExtFP69,0.00011487087293760042
2338,ExtFP997,0.00011454229651175157
2622,GraphFP296,0.00011440263508031815
3129,GraphFP886,0.00011425410165280086
3010,GraphFP740,0.00011399959270048429
1190,FP862,0.00011384879052547028
558,FP225,0.00011300430102350531
1459,ExtFP109,0.00011276130790953068
2444,GraphFP104,0.00011264535818779285
880,FP549,0.0001125225387870579
922,FP592,0.0001124935024506085
450,FP117,0.00011245567955009592
1756,ExtFP408,0.00011208354031559987
1410,ExtFP60,0.0001120234540295249
1036,FP706,0.00011140473753389948
3147,GraphFP906,0.00011134530324838823
2730,GraphFP414,0.00011095759022135283
361,FP28,0.00011095759022135282
1787,ExtFP439,0.00011092492612403229
3226,GraphFP1001,0.00011088257793022607
2973,GraphFP701,0.0001106795994664078
1222,FP894,0.00011064698898127364
2638,GraphFP313,0.00011011749399763562
1740,ExtFP392,0.0001099329836620768
1076,FP748,0.00010984297073795963
2621,GraphFP295,0.00010980551132649883
2170,ExtFP826,0.00010967206498472974
663,FP331,0.00010858159516463212
2974,GraphFP702,0.0001085279070207042
1637,ExtFP288,0.00010838455315754195
1163,FP835,0.00010831324170538187
2818,GraphFP518,0.00010712751618954635
1005,FP675,0.00010711024857054578
1605,ExtFP256,0.00010686850559917529
1659,ExtFP311,0.0001063052893341564
1425,ExtFP75,0.00010614341465945516
2085,ExtFP741,0.00010604505257182053
3335,AD2D427,0.00010591728909658571
1152,FP824,0.00010580452439881482
2871,GraphFP581,0.00010576351734988283
3371,AD2D558,0.00010495298075240258
2735,GraphFP421,0.00010484903279436878
3045,GraphFP781,0.00010468136512322736
3121,GraphFP877,0.00010458043363379846
2277,ExtFP935,0.00010427674379389588
1848,ExtFP500,0.00010411793412608474
2607,GraphFP279,0.00010381843226816857
2185,ExtFP841,0.00010359293750400041
1694,ExtFP346,0.00010334377748098842
1028,FP698,0.00010322063559489321
703,FP371,0.00010316476010098702
3407,AD2D643,0.00010286498273059961
476,FP143,0.00010270495260274472
1982,ExtFP636,0.00010262145758320382
1342,FP1015,0.00010235689560405468
1299,FP971,0.00010215833911399088
3432,AD2D711,0.00010202077267073366
1033,FP703,0.00010187399569584533
1529,ExtFP179,0.00010173793555049278
2089,ExtFP745,0.00010156121382463328
3329,AD2D417,0.00010128974673158374
606,FP274,0.00010110925673831893
579,FP246,0.00010093678392136831
3067,GraphFP809,0.00010042298605710476
923,FP593,0.00010023582992996468
1744,ExtFP396,0.0001000535299795315
3345,AD2D486,9.998090834972172e-05
837,FP506,9.993670812498665e-05
1598,ExtFP249,9.985339803355088e-05
3154,GraphFP913,9.978358310944868e-05
3246,AD2D8,9.910628870566396e-05
2830,GraphFP532,9.889810608990254e-05
608,FP276,9.887307515367984e-05
1742,ExtFP394,9.876909258815985e-05
1942,ExtFP596,9.849564809321847e-05
2287,ExtFP945,9.7858481107551e-05
1405,ExtFP55,9.783263470733943e-05
604,FP272,9.76630425414453e-05
416,FP83,9.74465152229767e-05
2217,ExtFP874,9.740389187688378e-05
957,FP627,9.721813040401952e-05
657,FP325,9.66935439629922e-05
425,FP92,9.667807686788167e-05
3014,GraphFP747,9.667588597454117e-05
1323,FP996,9.662248572846286e-05
1576,ExtFP227,9.652922610352049e-05
595,FP263,9.637350810334727e-05
846,FP515,9.626142520313697e-05
2452,GraphFP112,9.619113218644533e-05
386,FP53,9.615885742581761e-05
1593,ExtFP244,9.61105654384423e-05
999,FP669,9.58467713858735e-05
3232,GraphFP1011,9.550049527687865e-05
2082,ExtFP738,9.531282131890958e-05
1340,FP1013,9.501334507155577e-05
1354,ExtFP3,9.482796924006155e-05
732,FP401,9.482742517285626e-05
397,FP64,9.478899183594946e-05
1514,ExtFP164,9.466633763977603e-05
222,nBase,9.459133364866329e-05
2281,ExtFP939,9.45229926774821e-05
985,FP655,9.45229926774821e-05
2894,GraphFP607,9.384647022169614e-05
2160,ExtFP816,9.380386948071218e-05
2935,GraphFP659,9.374944134988608e-05
744,FP413,9.348506095364766e-05
2114,ExtFP770,9.327669271303353e-05
675,FP343,9.288775721144156e-05
2997,GraphFP726,9.280301359089421e-05
1072,FP744,9.275826845967782e-05
2002,ExtFP656,9.27582684596778e-05
1807,ExtFP459,9.268874162820438e-05
1788,ExtFP440,9.26477376219991e-05
2781,GraphFP478,9.256159541495937e-05
627,FP295,9.24011568251346e-05
2080,ExtFP736,9.227479595141561e-05
723,FP392,9.181262089147735e-05
687,FP355,9.175909580334781e-05
385,FP52,9.173859051945049e-05
1368,ExtFP17,9.167876019560021e-05
1265,FP937,9.165865956604324e-05
1851,ExtFP503,9.13933874872748e-05
2966,GraphFP694,9.124865227641775e-05
1353,ExtFP2,9.121308579840076e-05
2898,GraphFP611,9.110375508577429e-05
3063,GraphFP805,9.064451503818325e-05
2295,ExtFP954,9.060801959546044e-05
3279,AD2D258,9.034391710885767e-05
1490,ExtFP140,9.012279378317946e-05
1729,ExtFP381,8.993763067571094e-05
2310,ExtFP969,8.986637438640049e-05
1099,FP771,8.984856273749756e-05
2742,GraphFP429,8.959050904936759e-05
1610,ExtFP261,8.934558234468812e-05
3153,GraphFP912,8.916234928501564e-05
1422,ExtFP72,8.897720545693955e-05
2048,ExtFP702,8.896168660377006e-05
3445,AD2D730,8.891081892426048e-05
521,FP188,8.88610345015095e-05
1619,ExtFP270,8.88222368696894e-05
1364,ExtFP13,8.872449073387457e-05
526,FP193,8.868741099148265e-05
391,FP58,8.86725517957119e-05
1601,ExtFP252,8.863892924578447e-05
1625,ExtFP276,8.863599203798573e-05
1504,ExtFP154,8.855661610736648e-05
628,FP296,8.840675618899585e-05
362,FP29,8.838679039281174e-05
1320,FP993,8.823963976954221e-05
1732,ExtFP384,8.823186397712951e-05
1507,ExtFP157,8.815497006196832e-05
2636,GraphFP311,8.815396557469964e-05
879,FP548,8.794706372123927e-05
2675,GraphFP353,8.790458512022875e-05
422,FP89,8.788717791438206e-05
2362,GraphFP17,8.76590186434778e-05
1245,FP917,8.762802250654308e-05
2437,GraphFP96,8.755168719397194e-05
2450,GraphFP110,8.743525337373212e-05
2712,GraphFP394,8.739905930017491e-05
3372,AD2D559,8.73812293969362e-05
2263,ExtFP921,8.7286628595378e-05
1372,ExtFP21,8.727147368876097e-05
1959,ExtFP613,8.721752497367295e-05
3417,AD2D661,8.718852294512917e-05
1683,ExtFP335,8.71763367859629e-05
456,FP123,8.674193563845356e-05
3047,GraphFP783,8.658674917235293e-05
2291,ExtFP949,8.657355138697601e-05
2744,GraphFP431,8.652037022958338e-05
1612,ExtFP263,8.592999334316555e-05
1580,ExtFP231,8.586092793200539e-05
2785,GraphFP482,8.576404384026569e-05
1438,ExtFP88,8.5638481615506e-05
2996,GraphFP725,8.56232910412632e-05
3318,AD2D399,8.555936533457968e-05
2129,ExtFP785,8.551624158806525e-05
1617,ExtFP268,8.548137800350903e-05
2284,ExtFP942,8.546212128872658e-05
1315,FP988,8.526433245563637e-05
751,FP420,8.51266909805278e-05
2768,GraphFP463,8.507605385565447e-05
2252,ExtFP910,8.507494656861314e-05
1583,ExtFP234,8.504263988522735e-05
1986,ExtFP640,8.496467982585403e-05
2115,ExtFP771,8.485135407866268e-05
3160,GraphFP920,8.480279415507424e-05
2976,GraphFP704,8.431145208930582e-05
2068,ExtFP723,8.430550135668939e-05
2106,ExtFP762,8.424312246337707e-05
2373,GraphFP29,8.41186950491151e-05
2517,GraphFP180,8.406339017641713e-05
878,FP547,8.38292816073987e-05
2642,GraphFP317,8.363151586243754e-05
2404,GraphFP61,8.350467152210861e-05
1378,ExtFP27,8.329295856349037e-05
1522,ExtFP172,8.322424959126933e-05
1249,FP921,8.319004317843642e-05
3131,GraphFP888,8.316193344766958e-05
3339,AD2D469,8.314701638548579e-05
246,SC-6,8.31142698259439e-05
1112,FP784,8.296316016673987e-05
2372,GraphFP28,8.290879469126131e-05
1623,ExtFP274,8.277635061216572e-05
637,FP305,8.258551717060592e-05
345,FP12,8.238277575980919e-05
501,FP168,8.238071100942613e-05
2912,GraphFP631,8.2380484661522e-05
1828,ExtFP480,8.235413349487412e-05
847,FP516,8.221394739475177e-05
3020,GraphFP755,8.187112772281178e-05
1626,ExtFP277,8.186437197729733e-05
1269,FP941,8.18579819647689e-05
2349,GraphFP4,8.183962073408496e-05
975,FP645,8.16740386236077e-05
3209,GraphFP980,8.146401283749924e-05
896,FP565,8.143681911624205e-05
897,FP566,8.14033368561594e-05
2752,GraphFP443,8.135058784634484e-05
2196,ExtFP853,8.132408864417948e-05
670,FP338,8.131310376368387e-05
2353,GraphFP8,8.122367529605991e-05
669,FP337,8.118987813275129e-05
3308,AD2D345,8.116270442529001e-05
489,FP156,8.116270442529001e-05
1494,ExtFP144,8.107532443767744e-05
1568,ExtFP219,8.096004495364612e-05
785,FP454,8.093899400573358e-05
1403,ExtFP52,8.071150415125279e-05
376,FP43,8.051926936448012e-05
2205,ExtFP862,7.982192825634033e-05
818,FP487,7.978950468655022e-05
1260,FP932,7.976956137047929e-05
508,FP175,7.973982394725967e-05
2328,ExtFP987,7.971949599405392e-05
3167,GraphFP929,7.951433578815427e-05
1908,ExtFP561,7.950614590226865e-05
2988,GraphFP716,7.930864108585749e-05
640,FP308,7.914511499462563e-05
3370,AD2D555,7.905579051217815e-05
1282,FP954,7.880942829039106e-05
1352,ExtFP1,7.870233604974683e-05
3112,GraphFP863,7.861657632669207e-05
1569,ExtFP220,7.826848358953179e-05
448,FP115,7.817778747245766e-05
943,FP613,7.80986316624168e-05
410,FP77,7.803687827343019e-05
684,FP352,7.795721217838135e-05
2098,ExtFP754,7.795721217838135e-05
938,FP608,7.791912768309139e-05
1406,ExtFP56,7.788981851417572e-05
1061,FP731,7.777890385627001e-05
741,FP410,7.77558083009111e-05
2539,GraphFP204,7.77558083009111e-05
2135,ExtFP791,7.769843631463426e-05
1270,FP942,7.733699400884898e-05
1253,FP925,7.725547742712043e-05
2141,ExtFP797,7.724561940101436e-05
3152,GraphFP911,7.723705770612123e-05
3298,AD2D326,7.713559880422227e-05
2215,ExtFP872,7.713559880422227e-05
2166,ExtFP822,7.71309156437804e-05
2794,GraphFP493,7.703857985245539e-05
2473,GraphFP134,7.70226873454844e-05
512,FP179,7.682174635748181e-05
2345,ExtFP1016,7.665346287037606e-05
1182,FP854,7.635645134155334e-05
1476,ExtFP126,7.632487677492709e-05
1335,FP1008,7.631739002855459e-05
2849,GraphFP553,7.5971089642204e-05
2717,GraphFP400,7.589919368364684e-05
240,SCH-5,7.558802872581106e-05
1776,ExtFP428,7.554650388919106e-05
3069,GraphFP812,7.544162339573709e-05
2465,GraphFP125,7.538026147117705e-05
8,nCl,7.525028748708631e-05
3041,GraphFP777,7.521289175414191e-05
605,FP273,7.487103886059277e-05
1865,ExtFP517,7.44652965330433e-05
1475,ExtFP125,7.423452158705165e-05
1738,ExtFP390,7.39217186201507e-05
2881,GraphFP593,7.377343760203889e-05
568,FP235,7.37189545222625e-05
2240,ExtFP897,7.370304030627382e-05
1669,ExtFP321,7.362937371982582e-05
2592,GraphFP264,7.345551364643037e-05
1836,ExtFP488,7.327101692920418e-05
487,FP154,7.325324681890849e-05
3132,GraphFP889,7.315865895535521e-05
1954,ExtFP608,7.304643398276099e-05
793,FP462,7.276607795704846e-05
2441,GraphFP101,7.266708512417752e-05
1201,FP873,7.247397237254955e-05
3218,GraphFP991,7.236955809617704e-05
1142,FP814,7.209876462350674e-05
1538,ExtFP189,7.202006913161e-05
1689,ExtFP341,7.200614721499497e-05
803,FP472,7.185366994919888e-05
1545,ExtFP196,7.174369888056339e-05
1748,ExtFP400,7.172621401038204e-05
2209,ExtFP866,7.163132548013516e-05
926,FP596,7.155553131204178e-05
2885,GraphFP598,7.099209284433945e-05
2678,GraphFP356,7.090330922994602e-05
641,FP309,7.061333833154549e-05
974,FP644,7.013385917117659e-05
1258,FP930,6.989606896720036e-05
544,FP211,6.989606896720036e-05
1263,FP935,6.974292911799192e-05
388,FP55,6.956870134475836e-05
2702,GraphFP382,6.951655622115329e-05
3017,GraphFP750,6.950383616672958e-05
3142,GraphFP901,6.937701726320718e-05
1135,FP807,6.900008401709261e-05
2235,ExtFP892,6.898029217680473e-05
2808,GraphFP508,6.865040388460164e-05
1382,ExtFP31,6.860378086190383e-05
1855,ExtFP507,6.814773206603654e-05
1517,ExtFP167,6.808399856424378e-05
303,MDEC-24,6.798990646434278e-05
594,FP262,6.796379917890692e-05
3442,AD2D726,6.783172285959962e-05
2243,ExtFP900,6.781431606299487e-05
477,FP144,6.769577606586367e-05
2132,ExtFP788,6.76341869422862e-05
2402,GraphFP59,6.757893664835187e-05
5,nS,6.74659499410194e-05
1421,ExtFP71,6.74659499410194e-05
