,Feature,Importance
2953,GraphFP679,0.0
3164,GraphFP925,0.0
2950,GraphFP675,0.0
2949,GraphFP674,0.0
2969,GraphFP697,0.0
2968,GraphFP696,0.0
2965,GraphFP692,0.0
2962,GraphFP688,0.0
2960,GraphFP686,0.0
2959,GraphFP685,0.0
2958,GraphFP684,0.0
2984,GraphFP712,0.0
2982,GraphFP710,0.0
2981,GraphFP709,0.0
2978,GraphFP706,0.0
2952,GraphFP678,0.0
520,FP187,0.0
3035,GraphFP771,0.0
3034,GraphFP770,0.0
3033,GraphFP769,0.0
3032,GraphFP768,0.0
3031,GraphFP767,0.0
3030,GraphFP766,0.0
3029,GraphFP765,0.0
3028,GraphFP764,0.0
543,FP210,0.0
542,FP209,0.0
539,FP206,0.0
538,FP205,0.0
2993,GraphFP722,0.0
535,FP202,0.0
2987,GraphFP715,0.0
2986,GraphFP714,0.0
551,FP218,0.0
550,FP217,0.0
547,FP214,0.0
546,FP213,0.0
545,FP212,0.0
3003,GraphFP732,0.0
3000,GraphFP729,0.0
2999,GraphFP728,0.0
2998,GraphFP727,0.0
2533,GraphFP198,0.0
536,FP203,0.0
2944,GraphFP669,0.0
2943,GraphFP668,0.0
2941,GraphFP666,0.0
2940,GraphFP664,0.0
2902,GraphFP616,0.0
2901,GraphFP614,0.0
2900,GraphFP613,0.0
2899,GraphFP612,0.0
2897,GraphFP610,0.0
2896,GraphFP609,0.0
2895,GraphFP608,0.0
2911,GraphFP630,0.0
2977,GraphFP705,0.0
2909,GraphFP626,0.0
2908,GraphFP625,0.0
2907,GraphFP623,0.0
2906,GraphFP621,0.0
2905,GraphFP620,0.0
2903,GraphFP617,0.0
557,FP224,0.0
555,FP222,0.0
553,FP220,0.0
2920,GraphFP640,0.0
2916,GraphFP636,0.0
2914,GraphFP633,0.0
572,FP239,0.0
2910,GraphFP627,0.0
2975,GraphFP703,0.0
533,FP200,0.0
532,FP199,0.0
531,FP198,0.0
530,FP197,0.0
527,FP194,0.0
525,FP192,0.0
522,FP189,0.0
581,FP248,0.0
580,FP247,0.0
577,FP244,0.0
576,FP243,0.0
573,FP240,0.0
2945,GraphFP670,0.0
2926,GraphFP648,0.0
2924,GraphFP645,0.0
2923,GraphFP644,0.0
583,FP250,0.0
2939,GraphFP663,0.0
2938,GraphFP662,0.0
2937,GraphFP661,0.0
2936,GraphFP660,0.0
2933,GraphFP656,0.0
2931,GraphFP654,0.0
2928,GraphFP651,0.0
2948,GraphFP673,0.0
2946,GraphFP671,0.0
2927,GraphFP650,0.0
3116,GraphFP872,0.0
3134,GraphFP891,0.0
3133,GraphFP890,0.0
3130,GraphFP887,0.0
3128,GraphFP885,0.0
3127,GraphFP884,0.0
3126,GraphFP883,0.0
3125,GraphFP882,0.0
3093,GraphFP842,0.0
3091,GraphFP839,0.0
3090,GraphFP838,0.0
3088,GraphFP836,0.0
3018,GraphFP751,0.0
3084,GraphFP830,0.0
3102,GraphFP852,0.0
3100,GraphFP850,0.0
3098,GraphFP848,0.0
3097,GraphFP847,0.0
3096,GraphFP845,0.0
3095,GraphFP844,0.0
3094,GraphFP843,0.0
457,FP124,0.0
3111,GraphFP862,0.0
3110,GraphFP861,0.0
3109,GraphFP859,0.0
3108,GraphFP858,0.0
3085,GraphFP832,0.0
3163,GraphFP924,0.0
3162,GraphFP923,0.0
3161,GraphFP921,0.0
3159,GraphFP919,0.0
429,FP96,0.0
3176,GraphFP943,0.0
3175,GraphFP942,0.0
3173,GraphFP938,0.0
3172,GraphFP937,0.0
3171,GraphFP934,0.0
3170,GraphFP933,0.0
474,FP141,0.0
473,FP140,0.0
3117,GraphFP873,0.0
471,FP138,0.0
470,FP137,0.0
3115,GraphFP871,0.0
3114,GraphFP867,0.0
3113,GraphFP864,0.0
485,FP152,0.0
483,FP150,0.0
482,FP149,0.0
3124,GraphFP880,0.0
3123,GraphFP879,0.0
3120,GraphFP876,0.0
3119,GraphFP875,0.0
3118,GraphFP874,0.0
472,FP139,0.0
3060,GraphFP801,0.0
3083,GraphFP829,0.0
3082,GraphFP828,0.0
3081,GraphFP827,0.0
3080,GraphFP826,0.0
3079,GraphFP825,0.0
3078,GraphFP824,0.0
3076,GraphFP822,0.0
3074,GraphFP818,0.0
498,FP165,0.0
496,FP163,0.0
495,FP162,0.0
492,FP159,0.0
3107,GraphFP857,0.0
3016,GraphFP749,0.0
3015,GraphFP748,0.0
516,FP183,0.0
513,FP180,0.0
511,FP178,0.0
507,FP174,0.0
503,FP170,0.0
499,FP166,0.0
3027,GraphFP763,0.0
3026,GraphFP762,0.0
3023,GraphFP759,0.0
3022,GraphFP758,0.0
3021,GraphFP757,0.0
490,FP157,0.0
3105,GraphFP855,0.0
3104,GraphFP854,0.0
468,FP135,0.0
467,FP134,0.0
465,FP132,0.0
464,FP131,0.0
463,FP130,0.0
462,FP129,0.0
461,FP128,0.0
3048,GraphFP785,0.0
3046,GraphFP782,0.0
3043,GraphFP779,0.0
3042,GraphFP778,0.0
3061,GraphFP802,0.0
3036,GraphFP772,0.0
3059,GraphFP800,0.0
3058,GraphFP798,0.0
3057,GraphFP797,0.0
3056,GraphFP796,0.0
3053,GraphFP793,0.0
3052,GraphFP792,0.0
3051,GraphFP788,0.0
3071,GraphFP815,0.0
3066,GraphFP808,0.0
3065,GraphFP807,0.0
3064,GraphFP806,0.0
3062,GraphFP803,0.0
3039,GraphFP775,0.0
1820,ExtFP472,0.0
1819,ExtFP471,0.0
1817,ExtFP469,0.0
1815,ExtFP467,0.0
1814,ExtFP466,0.0
1811,ExtFP463,0.0
1810,ExtFP462,0.0
1211,FP883,0.0
1210,FP882,0.0
1207,FP879,0.0
1205,FP877,0.0
1204,FP876,0.0
2420,GraphFP79,0.0
1224,FP896,0.0
1219,FP891,0.0
1218,FP890,0.0
1214,FP886,0.0
1212,FP884,0.0
1784,ExtFP436,0.0
1783,ExtFP435,0.0
1777,ExtFP429,0.0
1774,ExtFP426,0.0
1773,ExtFP425,0.0
1772,ExtFP424,0.0
1771,ExtFP423,0.0
1797,ExtFP449,0.0
1202,FP874,0.0
1862,ExtFP514,0.0
1860,ExtFP512,0.0
1859,ExtFP511,0.0
1858,ExtFP510,0.0
1857,ExtFP509,0.0
1173,FP845,0.0
1170,FP842,0.0
1169,FP841,0.0
1167,FP839,0.0
1164,FP836,0.0
1162,FP834,0.0
1161,FP833,0.0
1822,ExtFP474,0.0
1183,FP855,0.0
1181,FP853,0.0
1179,FP851,0.0
1177,FP849,0.0
1175,FP847,0.0
1174,FP846,0.0
1809,ExtFP461,0.0
1805,ExtFP457,0.0
1804,ExtFP456,0.0
1803,ExtFP455,0.0
1191,FP863,0.0
1188,FP860,0.0
1186,FP858,0.0
1185,FP857,0.0
1229,FP901,0.0
1228,FP900,0.0
1226,FP898,0.0
1225,FP897,0.0
1701,ExtFP353,0.0
1699,ExtFP351,0.0
1240,FP912,0.0
1239,FP911,0.0
1236,FP908,0.0
1235,FP907,0.0
1234,FP906,0.0
1233,FP905,0.0
1796,ExtFP448,0.0
1231,FP903,0.0
1255,FP927,0.0
1252,FP924,0.0
1251,FP923,0.0
1246,FP918,0.0
1244,FP916,0.0
1243,FP915,0.0
1714,ExtFP366,0.0
1711,ExtFP363,0.0
1710,ExtFP362,0.0
1708,ExtFP360,0.0
1706,ExtFP358,0.0
1267,FP939,0.0
1232,FP904,0.0
1795,ExtFP447,0.0
1793,ExtFP445,0.0
1789,ExtFP441,0.0
1736,ExtFP388,0.0
1733,ExtFP385,0.0
1731,ExtFP383,0.0
1726,ExtFP378,0.0
1750,ExtFP402,0.0
1747,ExtFP399,0.0
1746,ExtFP398,0.0
1743,ExtFP395,0.0
1741,ExtFP393,0.0
1230,FP902,0.0
1762,ExtFP414,0.0
1761,ExtFP413,0.0
1759,ExtFP411,0.0
1758,ExtFP410,0.0
1757,ExtFP409,0.0
1755,ExtFP407,0.0
1754,ExtFP406,0.0
1751,ExtFP403,0.0
1198,FP870,0.0
1196,FP868,0.0
1768,ExtFP420,0.0
1764,ExtFP416,0.0
1763,ExtFP415,0.0
1737,ExtFP389,0.0
1917,ExtFP571,0.0
1938,ExtFP592,0.0
1935,ExtFP589,0.0
1934,ExtFP588,0.0
1932,ExtFP586,0.0
1931,ExtFP585,0.0
1929,ExtFP583,0.0
1928,ExtFP582,0.0
1949,ExtFP603,0.0
1947,ExtFP601,0.0
1945,ExtFP599,0.0
1943,ExtFP597,0.0
1864,ExtFP516,0.0
1070,FP740,0.0
1069,FP739,0.0
1068,FP738,0.0
1957,ExtFP611,0.0
1953,ExtFP607,0.0
1950,ExtFP604,0.0
1102,FP774,0.0
1098,FP770,0.0
1895,ExtFP548,0.0
1894,ExtFP547,0.0
1893,ExtFP546,0.0
1892,ExtFP545,0.0
1115,FP787,0.0
1941,ExtFP595,0.0
1085,FP757,0.0
1082,FP754,0.0
1080,FP752,0.0
1079,FP751,0.0
1077,FP749,0.0
1961,ExtFP615,0.0
1095,FP767,0.0
1094,FP766,0.0
1092,FP764,0.0
1091,FP763,0.0
1090,FP762,0.0
1087,FP759,0.0
1919,ExtFP573,0.0
1969,ExtFP623,0.0
1967,ExtFP621,0.0
1964,ExtFP618,0.0
1963,ExtFP617,0.0
1983,ExtFP637,0.0
1981,ExtFP635,0.0
1980,ExtFP634,0.0
1979,ExtFP633,0.0
1977,ExtFP631,0.0
1972,ExtFP626,0.0
1926,ExtFP580,0.0
1922,ExtFP576,0.0
1921,ExtFP575,0.0
1971,ExtFP625,0.0
1866,ExtFP518,0.0
1159,FP831,0.0
1158,FP830,0.0
1157,FP829,0.0
1156,FP828,0.0
1891,ExtFP544,0.0
1890,ExtFP543,0.0
1883,ExtFP535,0.0
1881,ExtFP533,0.0
1880,ExtFP532,0.0
1879,ExtFP531,0.0
1831,ExtFP483,0.0
1114,FP786,0.0
1825,ExtFP477,0.0
1824,ExtFP476,0.0
1823,ExtFP475,0.0
1843,ExtFP495,0.0
1840,ExtFP492,0.0
1839,ExtFP491,0.0
1834,ExtFP486,0.0
1856,ExtFP508,0.0
1854,ExtFP506,0.0
1850,ExtFP502,0.0
1849,ExtFP501,0.0
1847,ExtFP499,0.0
1846,ExtFP498,0.0
1829,ExtFP481,0.0
1113,FP785,0.0
1111,FP783,0.0
1108,FP780,0.0
1103,FP775,0.0
1124,FP796,0.0
1121,FP793,0.0
1120,FP792,0.0
1117,FP789,0.0
1916,ExtFP570,0.0
1915,ExtFP569,0.0
1907,ExtFP560,0.0
1904,ExtFP557,0.0
1902,ExtFP555,0.0
1874,ExtFP526,0.0
1138,FP810,0.0
1137,FP809,0.0
1136,FP808,0.0
1134,FP806,0.0
1133,FP805,0.0
1155,FP827,0.0
1153,FP825,0.0
1149,FP821,0.0
1147,FP819,0.0
1146,FP818,0.0
1144,FP816,0.0
1143,FP815,0.0
1876,ExtFP528,0.0
1901,ExtFP554,0.0
1515,ExtFP165,0.0
1416,ExtFP66,0.0
1415,ExtFP65,0.0
1539,ExtFP190,0.0
1537,ExtFP187,0.0
1536,ExtFP186,0.0
1524,ExtFP174,0.0
1483,ExtFP133,0.0
1482,ExtFP132,0.0
1481,ExtFP131,0.0
1480,ExtFP130,0.0
1478,ExtFP128,0.0
1264,FP936,0.0
1472,ExtFP122,0.0
1496,ExtFP146,0.0
1495,ExtFP145,0.0
1491,ExtFP141,0.0
1487,ExtFP137,0.0
1486,ExtFP136,0.0
1485,ExtFP135,0.0
1510,ExtFP160,0.0
1508,ExtFP158,0.0
1506,ExtFP156,0.0
1502,ExtFP152,0.0
1498,ExtFP148,0.0
1390,ExtFP39,0.0
1474,ExtFP124,0.0
1551,ExtFP202,0.0
1550,ExtFP201,0.0
1549,ExtFP200,0.0
1548,ExtFP199,0.0
1546,ExtFP197,0.0
1561,ExtFP212,0.0
1560,ExtFP211,0.0
1559,ExtFP210,0.0
1556,ExtFP207,0.0
1554,ExtFP205,0.0
1552,ExtFP203,0.0
1401,ExtFP50,0.0
1519,ExtFP169,0.0
1399,ExtFP48,0.0
1398,ExtFP47,0.0
1397,ExtFP46,0.0
1394,ExtFP43,0.0
1393,ExtFP42,0.0
1414,ExtFP64,0.0
1413,ExtFP63,0.0
1412,ExtFP62,0.0
1411,ExtFP61,0.0
1408,ExtFP58,0.0
1407,ExtFP57,0.0
1404,ExtFP53,0.0
1520,ExtFP170,0.0
1400,ExtFP49,0.0
1466,ExtFP116,0.0
1465,ExtFP115,0.0
1464,ExtFP114,0.0
1462,ExtFP112,0.0
1460,ExtFP110,0.0
3401,AD2D636,0.0
9,nBr,0.0
3454,AD2D759,0.0
1426,ExtFP76,0.0
3389,AD2D585,0.0
3397,AD2D627,0.0
1471,ExtFP121,0.0
1389,ExtFP38,0.0
3429,AD2D705,0.0
3428,AD2D704,0.0
3426,AD2D702,0.0
3425,AD2D687,0.0
3424,AD2D682,0.0
3423,AD2D681,0.0
3422,AD2D676,0.0
3421,AD2D675,0.0
3419,AD2D663,0.0
3418,AD2D662,0.0
3416,AD2D660,0.0
3414,AD2D653,0.0
3413,AD2D652,0.0
352,FP19,0.0
1388,ExtFP37,0.0
1385,ExtFP34,0.0
1512,ExtFP162,0.0
1511,ExtFP161,0.0
3406,AD2D642,0.0
1424,ExtFP74,0.0
1423,ExtFP73,0.0
1420,ExtFP70,0.0
1418,ExtFP68,0.0
1417,ExtFP67,0.0
3430,AD2D706,0.0
1445,ExtFP95,0.0
1467,ExtFP117,0.0
1435,ExtFP85,0.0
1434,ExtFP84,0.0
1431,ExtFP81,0.0
1430,ExtFP80,0.0
1458,ExtFP108,0.0
1457,ExtFP107,0.0
1455,ExtFP105,0.0
1453,ExtFP103,0.0
1452,ExtFP102,0.0
1448,ExtFP98,0.0
1446,ExtFP96,0.0
3410,AD2D648,0.0
1470,ExtFP120,0.0
1444,ExtFP94,0.0
1641,ExtFP292,0.0
1318,FP991,0.0
1317,FP990,0.0
1316,FP989,0.0
1314,FP987,0.0
1312,FP985,0.0
1652,ExtFP304,0.0
1650,ExtFP302,0.0
1648,ExtFP300,0.0
1647,ExtFP299,0.0
1643,ExtFP295,0.0
1665,ExtFP317,0.0
1373,ExtFP22,0.0
1661,ExtFP313,0.0
1660,ExtFP312,0.0
1658,ExtFP310,0.0
1656,ExtFP308,0.0
1655,ExtFP307,0.0
1608,ExtFP259,0.0
1606,ExtFP257,0.0
1603,ExtFP254,0.0
1602,ExtFP253,0.0
1600,ExtFP251,0.0
1599,ExtFP250,0.0
1597,ExtFP248,0.0
1594,ExtFP245,0.0
1663,ExtFP315,0.0
1259,FP931,0.0
1257,FP929,0.0
1668,ExtFP320,0.0
1666,ExtFP318,0.0
1286,FP958,0.0
1281,FP953,0.0
1280,FP952,0.0
1277,FP949,0.0
1272,FP944,0.0
1271,FP943,0.0
1268,FP940,0.0
1679,ExtFP331,0.0
1307,FP980,0.0
1675,ExtFP327,0.0
1674,ExtFP326,0.0
1673,ExtFP325,0.0
1288,FP960,0.0
1698,ExtFP350,0.0
1693,ExtFP345,0.0
1692,ExtFP344,0.0
1690,ExtFP342,0.0
1686,ExtFP338,0.0
1685,ExtFP337,0.0
1310,FP983,0.0
1309,FP982,0.0
1308,FP981,0.0
1677,ExtFP329,0.0
1322,FP995,0.0
1350,FP1023,0.0
1349,FP1022,0.0
1348,FP1021,0.0
1347,FP1020,0.0
1346,FP1019,0.0
1345,FP1018,0.0
1341,FP1014,0.0
1339,FP1012,0.0
1592,ExtFP243,0.0
1590,ExtFP241,0.0
1586,ExtFP237,0.0
1621,ExtFP272,0.0
1581,ExtFP232,0.0
1579,ExtFP230,0.0
1577,ExtFP228,0.0
1369,ExtFP18,0.0
1365,ExtFP14,0.0
1360,ExtFP9,0.0
1357,ExtFP6,0.0
1355,ExtFP4,0.0
1541,ExtFP192,0.0
1379,ExtFP28,0.0
1376,ExtFP25,0.0
1375,ExtFP24,0.0
1374,ExtFP23,0.0
1585,ExtFP236,0.0
1620,ExtFP271,0.0
1616,ExtFP267,0.0
1613,ExtFP264,0.0
1611,ExtFP262,0.0
1609,ExtFP260,0.0
1633,ExtFP284,0.0
1632,ExtFP283,0.0
1631,ExtFP282,0.0
1630,ExtFP281,0.0
1629,ExtFP280,0.0
1628,ExtFP279,0.0
1295,FP967,0.0
1292,FP964,0.0
1324,FP997,0.0
1290,FP962,0.0
1636,ExtFP287,0.0
1635,ExtFP286,0.0
1321,FP994,0.0
1574,ExtFP225,0.0
1573,ExtFP224,0.0
1572,ExtFP223,0.0
1571,ExtFP222,0.0
1565,ExtFP216,0.0
1564,ExtFP215,0.0
1334,FP1007,0.0
1328,FP1001,0.0
1326,FP999,0.0
1291,FP963,0.0
2389,GraphFP46,0.0
2387,GraphFP44,0.0
2386,GraphFP43,0.0
2400,GraphFP57,0.0
2399,GraphFP56,0.0
2398,GraphFP55,0.0
2397,GraphFP54,0.0
2396,GraphFP53,0.0
2395,GraphFP52,0.0
830,FP499,0.0
827,FP496,0.0
826,FP495,0.0
1086,FP758,0.0
824,FP493,0.0
822,FP491,0.0
839,FP508,0.0
835,FP504,0.0
834,FP503,0.0
832,FP501,0.0
2354,GraphFP9,0.0
2352,GraphFP7,0.0
2350,GraphFP5,0.0
2348,GraphFP3,0.0
2347,GraphFP1,0.0
2346,ExtFP1017,0.0
840,FP509,0.0
825,FP494,0.0
2433,GraphFP92,0.0
2427,GraphFP86,0.0
2426,GraphFP85,0.0
2425,GraphFP84,0.0
786,FP455,0.0
784,FP453,0.0
783,FP452,0.0
782,FP451,0.0
780,FP449,0.0
779,FP448,0.0
2375,GraphFP31,0.0
2374,GraphFP30,0.0
2390,GraphFP47,0.0
2370,GraphFP25,0.0
2369,GraphFP24,0.0
2368,GraphFP23,0.0
2367,GraphFP22,0.0
2385,GraphFP42,0.0
2384,GraphFP41,0.0
2383,GraphFP40,0.0
2380,GraphFP37,0.0
2378,GraphFP35,0.0
2377,GraphFP34,0.0
2376,GraphFP33,0.0
2394,GraphFP51,0.0
2392,GraphFP49,0.0
2371,GraphFP27,0.0
813,FP482,0.0
812,FP481,0.0
2344,ExtFP1015,0.0
2343,ExtFP1013,0.0
2341,ExtFP1011,0.0
852,FP521,0.0
849,FP518,0.0
848,FP517,0.0
845,FP514,0.0
843,FP512,0.0
842,FP511,0.0
841,FP510,0.0
2364,GraphFP19,0.0
864,FP533,0.0
859,FP528,0.0
858,FP527,0.0
856,FP525,0.0
853,FP522,0.0
2283,ExtFP941,0.0
2282,ExtFP940,0.0
871,FP540,0.0
868,FP537,0.0
2304,ExtFP963,0.0
2303,ExtFP962,0.0
2299,ExtFP958,0.0
2297,ExtFP956,0.0
866,FP535,0.0
2363,GraphFP18,0.0
2361,GraphFP16,0.0
2359,GraphFP14,0.0
2358,GraphFP13,0.0
2356,GraphFP11,0.0
2317,ExtFP976,0.0
2312,ExtFP971,0.0
2309,ExtFP968,0.0
2307,ExtFP966,0.0
2306,ExtFP965,0.0
2329,ExtFP988,0.0
2326,ExtFP985,0.0
814,FP483,0.0
2323,ExtFP982,0.0
2322,ExtFP981,0.0
2321,ExtFP980,0.0
2319,ExtFP978,0.0
2318,ExtFP977,0.0
2340,ExtFP999,0.0
2339,ExtFP998,0.0
2337,ExtFP996,0.0
2336,ExtFP995,0.0
2335,ExtFP994,0.0
2333,ExtFP992,0.0
2332,ExtFP991,0.0
2331,ExtFP990,0.0
2325,ExtFP984,0.0
766,FP435,0.0
765,FP434,0.0
764,FP433,0.0
2518,GraphFP181,0.0
2515,GraphFP178,0.0
2514,GraphFP177,0.0
2513,GraphFP176,0.0
2509,GraphFP172,0.0
2508,GraphFP171,0.0
2507,GraphFP170,0.0
2505,GraphFP168,0.0
2528,GraphFP193,0.0
2434,GraphFP93,0.0
2526,GraphFP190,0.0
2525,GraphFP189,0.0
2522,GraphFP186,0.0
2521,GraphFP184,0.0
2519,GraphFP182,0.0
2475,GraphFP136,0.0
2472,GraphFP133,0.0
2471,GraphFP131,0.0
2467,GraphFP127,0.0
2464,GraphFP124,0.0
2485,GraphFP146,0.0
2482,GraphFP143,0.0
2481,GraphFP142,0.0
2527,GraphFP191,0.0
2532,GraphFP197,0.0
2530,GraphFP195,0.0
2553,GraphFP219,0.0
2552,GraphFP218,0.0
2551,GraphFP217,0.0
2550,GraphFP216,0.0
2545,GraphFP211,0.0
2566,GraphFP234,0.0
2564,GraphFP230,0.0
2560,GraphFP226,0.0
2559,GraphFP225,0.0
2555,GraphFP221,0.0
768,FP437,0.0
720,FP388,0.0
719,FP387,0.0
718,FP386,0.0
717,FP385,0.0
714,FP382,0.0
2568,GraphFP236,0.0
763,FP432,0.0
761,FP430,0.0
749,FP418,0.0
776,FP445,0.0
773,FP442,0.0
772,FP441,0.0
770,FP439,0.0
2554,GraphFP220,0.0
2451,GraphFP111,0.0
2448,GraphFP108,0.0
2446,GraphFP106,0.0
2445,GraphFP105,0.0
2460,GraphFP120,0.0
2459,GraphFP119,0.0
2458,GraphFP118,0.0
2457,GraphFP117,0.0
2456,GraphFP116,0.0
2455,GraphFP115,0.0
2414,GraphFP72,0.0
2413,GraphFP71,0.0
2480,GraphFP141,0.0
2409,GraphFP66,0.0
2408,GraphFP65,0.0
2407,GraphFP64,0.0
2403,GraphFP60,0.0
2423,GraphFP82,0.0
2422,GraphFP81,0.0
3411,AD2D649,0.0
2419,GraphFP78,0.0
2418,GraphFP77,0.0
2416,GraphFP74,0.0
2438,GraphFP97,0.0
2436,GraphFP95,0.0
2435,GraphFP94,0.0
2410,GraphFP68,0.0
2479,GraphFP140,0.0
2478,GraphFP139,0.0
2477,GraphFP138,0.0
2498,GraphFP160,0.0
2497,GraphFP159,0.0
2495,GraphFP157,0.0
2492,GraphFP154,0.0
2490,GraphFP152,0.0
2489,GraphFP150,0.0
2488,GraphFP149,0.0
2486,GraphFP147,0.0
748,FP417,0.0
747,FP416,0.0
2453,GraphFP113,0.0
2502,GraphFP165,0.0
2500,GraphFP163,0.0
797,FP466,0.0
794,FP463,0.0
791,FP460,0.0
788,FP457,0.0
2443,GraphFP103,0.0
2442,GraphFP102,0.0
806,FP475,0.0
801,FP470,0.0
800,FP469,0.0
798,FP467,0.0
2454,GraphFP114,0.0
746,FP415,0.0
2112,ExtFP768,0.0
984,FP654,0.0
983,FP653,0.0
982,FP652,0.0
981,FP651,0.0
980,FP650,0.0
1008,FP678,0.0
1006,FP676,0.0
1003,FP673,0.0
1001,FP671,0.0
2056,ExtFP711,0.0
2055,ExtFP710,0.0
2293,ExtFP952,0.0
1020,FP690,0.0
1019,FP689,0.0
1016,FP686,0.0
1014,FP684,0.0
1013,FP683,0.0
1012,FP682,0.0
2058,ExtFP713,0.0
1030,FP700,0.0
1029,FP699,0.0
1026,FP696,0.0
1025,FP695,0.0
1023,FP693,0.0
1022,FP692,0.0
1021,FP691,0.0
2149,ExtFP805,0.0
2146,ExtFP802,0.0
2145,ExtFP801,0.0
2143,ExtFP799,0.0
2142,ExtFP798,0.0
2140,ExtFP796,0.0
2097,ExtFP753,0.0
2096,ExtFP752,0.0
2094,ExtFP750,0.0
2093,ExtFP749,0.0
2092,ExtFP748,0.0
2090,ExtFP746,0.0
2116,ExtFP772,0.0
2087,ExtFP743,0.0
2110,ExtFP766,0.0
2109,ExtFP765,0.0
2107,ExtFP763,0.0
2105,ExtFP761,0.0
2102,ExtFP758,0.0
2101,ExtFP757,0.0
2100,ExtFP756,0.0
973,FP643,0.0
970,FP640,0.0
969,FP639,0.0
2120,ExtFP776,0.0
2117,ExtFP773,0.0
2088,ExtFP744,0.0
1996,ExtFP650,0.0
1995,ExtFP649,0.0
1994,ExtFP648,0.0
1993,ExtFP647,0.0
1990,ExtFP644,0.0
1988,ExtFP642,0.0
2009,ExtFP663,0.0
2005,ExtFP659,0.0
2003,ExtFP657,0.0
2001,ExtFP655,0.0
2000,ExtFP654,0.0
1998,ExtFP652,0.0
2086,ExtFP742,0.0
2019,ExtFP673,0.0
2018,ExtFP672,0.0
2017,ExtFP671,0.0
2016,ExtFP670,0.0
2015,ExtFP669,0.0
2013,ExtFP667,0.0
2012,ExtFP666,0.0
1040,FP710,0.0
1039,FP709,0.0
1037,FP707,0.0
1035,FP705,0.0
2021,ExtFP675,0.0
2020,ExtFP674,0.0
1997,ExtFP651,0.0
2079,ExtFP735,0.0
2069,ExtFP724,0.0
2066,ExtFP721,0.0
2061,ExtFP716,0.0
1052,FP722,0.0
1051,FP721,0.0
1049,FP719,0.0
1048,FP718,0.0
1043,FP713,0.0
1042,FP712,0.0
2027,ExtFP681,0.0
2025,ExtFP679,0.0
1063,FP733,0.0
2045,ExtFP699,0.0
1055,FP725,0.0
1054,FP724,0.0
2040,ExtFP694,0.0
2035,ExtFP689,0.0
2034,ExtFP688,0.0
2032,ExtFP686,0.0
2030,ExtFP684,0.0
2029,ExtFP683,0.0
2054,ExtFP709,0.0
2053,ExtFP708,0.0
2051,ExtFP706,0.0
2050,ExtFP705,0.0
2049,ExtFP704,0.0
1058,FP728,0.0
927,FP597,0.0
921,FP591,0.0
2224,ExtFP881,0.0
2222,ExtFP879,0.0
933,FP603,0.0
932,FP602,0.0
2233,ExtFP890,0.0
2230,ExtFP887,0.0
2229,ExtFP886,0.0
2226,ExtFP883,0.0
2246,ExtFP903,0.0
2245,ExtFP902,0.0
2127,ExtFP783,0.0
2236,ExtFP893,0.0
2234,ExtFP891,0.0
2186,ExtFP842,0.0
2184,ExtFP840,0.0
2183,ExtFP839,0.0
2182,ExtFP838,0.0
2181,ExtFP837,0.0
2173,ExtFP829,0.0
2194,ExtFP851,0.0
2193,ExtFP850,0.0
2192,ExtFP849,0.0
2191,ExtFP848,0.0
2189,ExtFP845,0.0
2244,ExtFP901,0.0
2290,ExtFP948,0.0
2289,ExtFP947,0.0
887,FP556,0.0
884,FP553,0.0
882,FP551,0.0
876,FP545,0.0
875,FP544,0.0
874,FP543,0.0
2248,ExtFP905,0.0
2253,ExtFP911,0.0
900,FP569,0.0
895,FP564,0.0
928,FP598,0.0
2268,ExtFP926,0.0
2262,ExtFP920,0.0
2259,ExtFP917,0.0
2255,ExtFP913,0.0
2254,ExtFP912,0.0
2279,ExtFP937,0.0
2278,ExtFP936,0.0
2275,ExtFP933,0.0
2274,ExtFP932,0.0
2272,ExtFP930,0.0
2270,ExtFP928,0.0
2269,ExtFP927,0.0
929,FP599,0.0
889,FP558,0.0
2153,ExtFP809,0.0
968,FP638,0.0
966,FP636,0.0
965,FP635,0.0
2172,ExtFP828,0.0
2171,ExtFP827,0.0
2167,ExtFP823,0.0
2165,ExtFP821,0.0
2163,ExtFP819,0.0
2159,ExtFP815,0.0
2158,ExtFP814,0.0
996,FP666,0.0
2188,ExtFP844,0.0
994,FP664,0.0
992,FP662,0.0
991,FP661,0.0
990,FP660,0.0
986,FP656,0.0
2126,ExtFP782,0.0
2123,ExtFP779,0.0
2121,ExtFP777,0.0
1000,FP670,0.0
2139,ExtFP795,0.0
2138,ExtFP794,0.0
2134,ExtFP790,0.0
2131,ExtFP787,0.0
995,FP665,0.0
2187,ExtFP843,0.0
2210,ExtFP867,0.0
2208,ExtFP865,0.0
2201,ExtFP858,0.0
2199,ExtFP856,0.0
919,FP589,0.0
918,FP588,0.0
915,FP585,0.0
912,FP582,0.0
911,FP581,0.0
906,FP576,0.0
2214,ExtFP871,0.0
948,FP618,0.0
2154,ExtFP810,0.0
946,FP616,0.0
945,FP615,0.0
940,FP610,0.0
939,FP609,0.0
960,FP630,0.0
959,FP629,0.0
958,FP628,0.0
955,FP625,0.0
953,FP623,0.0
952,FP622,0.0
951,FP621,0.0
2156,ExtFP812,0.0
2155,ExtFP811,0.0
947,FP617,0.0
